"Prologue_001_Wave1","TutorialMode","","Normal","Prologue_001","1","Environment_TutoBattle","Prologue_C024","1","Prologue_C591","1","Prologue_C024","1","","","","","","","","","","","",""
"EventAdventure001_N_012_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_012","1","EventAdventure_Normal_002","F_C598_G3","30","F_C598_G3","30","","","M_C602_G3","30","","30","M_C602_G3","30","B_C604_G3","30","","","",""
"EventAdventure001_N_012_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_012","2","EventAdventure_Normal_002","F_C598_G3","30","","","","","M_C602_G3","30","","","","","B_C604_G3","30","B_C604_G3","30","B_C604_G3","30"
"EventAdventure001_N_013_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_013","1","EventAdventure_Normal_002","F_C599_G3","30","F_C599_G3","30","","","M_C603_G3","30","M_C603_G3","30","","","B_C604_G3","30","","","",""
"EventAdventure001_N_013_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_013","2","EventAdventure_Normal_002","F_C600_G3","30","F_C600_G3","30","","","M_C601_G3","30","","","","","B_C606_G3","30","B_C606_G3","30","",""
"EventAdventure001_N_014_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_014","1","EventAdventure_Normal_002","F_C598_G3","30","F_C598_G3","30","F_C598_G3","30","M_C602_G3","30","","","","","B_C606_G3","30","","","",""
"EventAdventure001_N_014_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_014","2","EventAdventure_Normal_002","F_C598_G3","30","F_C599_G3","30","F_C600_G3","30","M_C601_G3","30","","","","","B_C606_G3","30","","","",""
"EventAdventure001_N_015_Wave1","EventAdventureMode","","Normal","EventAdventure001_N_015","1","EventAdventure_Normal_002","F_C598_G3","30","F_C599_G3","30","","","M_C602_G3","30","","","","","B_C606_G3","30","B_C604_G3","30","",""
"EventAdventure001_N_015_Wave2","EventAdventureMode","","Normal","EventAdventure001_N_015","2","EventAdventure_Normal_002","F_C598_G3","30","F_C599_G3","30","F_C598_G3","30","M_C602_G3","30","","","","","B_C606_G3","30","","","",""
"EventAdventure001_H_001_Wave1","EventAdventureMode","","Normal","EventAdventure001_H_001","1","EventAdventure_Hard_001","F_C599_G3","15","F_C599_G3","15","","","M_C603_G3","15","M_C603_G3","15","","","B_C604_G3","15","","","",""
"EventAdventure001_H_001_Wave2","EventAdventureMode","","Normal","EventAdventure001_H_001","2","EventAdventure_Hard_001","F_C600_G3","15","F_C600_G3","15","","","M_C601_G3","15","","","","","B_C606_G3","15","B_C606_G3","15","",""
"EventAdventure001_H_002_Wave1","EventAdventureMode","","Normal","EventAdventure001_H_002","1","EventAdventure_Hard_002","F_C598_G3","25","F_C598_G3","25","F_C598_G3","25","M_C602_G3","25","","","","","B_C606_G3","25","","","",""
"EventAdventure001_H_002_Wave2","EventAdventureMode","","Normal","EventAdventure001_H_002","2","EventAdventure_Hard_002","F_C598_G3","25","F_C599_G3","25","F_C600_G3","25","M_C601_G3","25","","","","","B_C606_G3","25","","","",""
"EventAdventure001_H_003_Wave1","EventAdventureMode","","Normal","EventAdventure001_H_003","1","EventAdventure_Hard_001","F_C598_G3","35","F_C599_G3","35","","","M_C602_G3","35","","","","","B_C606_G3","35","B_C604_G3","35","",""
"EventAdventure001_H_003_Wave2","EventAdventureMode","","Normal","EventAdventure001_H_003","2","EventAdventure_Hard_001","F_C598_G3","35","F_C599_G3","35","F_C598_G3","35","M_C602_G3","35","","","","","B_C606_G3","35","","","",""
"EventAdventure001_Boss_001_Wave1","EventBossMode","","Normal","EventAdventure001_Boss_001","1","EventAdventure_Boss_001","F_C607_G1","10","","","","","","","","","","","","","","","",""
"EventAdventure001_Boss_002_Wave1","EventBossMode","","Normal","EventAdventure001_Boss_002","1","EventAdventure_Boss_001","F_C607_G2","20","","","","","","","","","","","","","","","",""
"EventAdventure001_Boss_003_Wave1","EventBossMode","","Normal","EventAdventure001_Boss_003","1","EventAdventure_Boss_001","F_C607_G3","30","","","","","","","","","","","","","","","",""
"EventAdventure001_Boss_004_Wave1","EventBossMode","","Normal","EventAdventure001_Boss_004","1","EventAdventure_Boss_002","F_C607_G4","40","","","","","","","","","","","","","","","",""
"EventAdventure001_Boss_005_Wave1","EventBossMode","","Normal","EventAdventure001_Boss_005","1","EventAdventure_Boss_002","F_C607_G5","50","","","","","","","","","","","","","","","",""
"EventAdventure002_N_001_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_001","1","EventAdventure_Normal_002_001","F_049_G1","10","","","","","M_539_G1","10","","","","","B_543_G1","10","","","",""
"EventAdventure002_N_001_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_001","2","EventAdventure_Normal_002_001","F_049_G1","10","F_049_G1","10","","","M_539_G1","10","","","","","","","","","",""
"EventAdventure002_N_002_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_002","1","EventAdventure_Normal_002_001","F_049_G1","10","","","","","M_539_G1","10","","","","","B_543_G1","10","","","",""
"EventAdventure002_N_002_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_002","2","EventAdventure_Normal_002_001","F_049_G1","10","","","","","M_539_G1","10","M_539_G1","10","","","","","","","",""
"EventAdventure002_N_003_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_003","1","EventAdventure_Normal_002_001","F_049_G1","10","","","","","M_539_G1","10","","","","","B_543_G1","10","","","",""
"EventAdventure002_N_003_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_003","2","EventAdventure_Normal_002_001","F_049_G1","10","F_049_G1","10","F_049_G1","10","","","","","","","","","","","",""
"EventAdventure002_N_004_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_004","1","EventAdventure_Normal_002_001","F_538_G1","10","","","","","M_546_G1","10","","","","","B_544_G1","10","","","",""
"EventAdventure002_N_004_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_004","2","EventAdventure_Normal_002_001","F_538_G1","10","","","","","M_546_G1","10","","","","","B_544_G1","10","","","",""
"EventAdventure002_N_005_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_005","1","EventAdventure_Normal_002_001","F_538_G1","10","","","","","M_546_G1","10","","","","","B_544_G1","10","","","",""
"EventAdventure002_N_005_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_005","2","EventAdventure_Normal_002_001","F_538_G1","10","","","","","M_546_G1","10","M_546_G1","10","","","","","","","",""
"EventAdventure002_N_006_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_006","1","EventAdventure_Normal_002_001","F_049_G2","20","F_049_G2","20","","","M_547_G2","20","","","","","B_543_G2","20","","","",""
"EventAdventure002_N_006_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_006","2","EventAdventure_Normal_002_001","F_049_G2","20","F_049_G2","20","","","M_547_G2","20","M_547_G2","20","","","","","","","",""
"EventAdventure002_N_007_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_007","1","EventAdventure_Normal_002_001","F_538_G2","20","F_538_G2","20","","","M_547_G2","20","M_547_G2","20","","","","","","","",""
"EventAdventure002_N_007_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_007","2","EventAdventure_Normal_002_001","F_538_G2","20","","","","","M_547_G2","20","M_547_G2","20","M_547_G2","20","","","","","",""
"EventAdventure002_N_008_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_008","1","EventAdventure_Normal_002_001","F_049_G2","20","F_049_G2","20","","","M_547_G2","20","","","","","B_543_G2","20","","","",""
"EventAdventure002_N_008_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_008","2","EventAdventure_Normal_002_001","F_049_G2","20","","","","","M_547_G2","20","","","","","B_543_G2","20","B_543_G2","20","",""
"EventAdventure002_N_009_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_009","1","EventAdventure_Normal_002_001","F_538_G2","20","F_538_G2","20","","","M_547_G2","20","M_547_G2","20","","","","","","","",""
"EventAdventure002_N_009_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_009","2","EventAdventure_Normal_002_001","F_538_G2","20","F_538_G2","20","F_538_G2","20","M_547_G2","20","","","","","","","","","",""
"EventAdventure002_N_010_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_010","1","EventAdventure_Normal_002_002","F_049_G2","20","F_049_G2","20","","","M_546_G2","20","","","","","B_544_G2","20","","","",""
"EventAdventure002_N_010_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_010","2","EventAdventure_Normal_002_002","F_049_G2","20","","","","","M_546_G2","20","","","","","B_544_G2","20","B_544_G2","20","",""
"EventAdventure002_N_011_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_011","1","EventAdventure_Normal_002_002","F_538_G3","30","F_538_G3","30","","","M_545_G3","30","","","","","B_047_G3","30","","","",""
"EventAdventure002_N_011_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_011","2","EventAdventure_Normal_002_002","F_538_G3","30","F_538_G3","30","","","M_545_G3","30","","","","","B_047_G3","30","B_047_G3","30","",""
"EventAdventure002_N_012_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_012","1","EventAdventure_Normal_002_002","F_538_G3","30","F_538_G3","30","","","M_545_G3","30","","","","","B_544_G3","30","","","",""
"EventAdventure002_N_012_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_012","2","EventAdventure_Normal_002_002","F_538_G3","30","F_049_G3","30","F_538_G3","30","M_546_G3","30","","","","","B_047_G3","30","","","",""
"EventAdventure002_N_013_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_013","1","EventAdventure_Normal_002_002","F_049_G3","30","F_049_G3","30","","","M_547_G3","30","M_546_G3","30","M_547_G3","30","","","","","",""
"EventAdventure002_N_013_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_013","2","EventAdventure_Normal_002_002","F_049_G3","30","F_049_G3","30","","","","","","","","","B_544_G3","30","B_544_G3","30","B_544_G3","30"
"EventAdventure002_N_014_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_014","1","EventAdventure_Normal_002_002","F_049_G3","30","F_049_G3","30","F_049_G3","30","M_545_G3","30","M_545_G3","30","","","","","","","",""
"EventAdventure002_N_014_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_014","2","EventAdventure_Normal_002_002","F_049_G3","30","F_049_G3","30","","","","","","","","","B_543_G3","30","B_543_G3","30","B_543_G3","30"
"EventAdventure002_N_015_Wave1","EventAdventureMode","","Normal","EventAdventure002_N_015","1","EventAdventure_Normal_002_002","F_049_G3","30","F_049_G3","30","","","M_547_G3","30","","","","","B_047_G3","30","B_544_G3","30","",""
"EventAdventure002_N_015_Wave2","EventAdventureMode","","Normal","EventAdventure002_N_015","2","EventAdventure_Normal_002_002","F_538_G3","30","F_049_G3","30","F_538_G3","30","","","","","","","B_047_G3","30","B_047_G3","30","",""
"EventAdventure002_H_001_Wave1","EventAdventureMode","","Normal","EventAdventure002_H_001","1","EventAdventure_Hard_002_001","F_049_G3","15","F_049_G3","15","","","M_547_G3","15","M_546_G3","15","M_547_G3","15","","","","","",""
"EventAdventure002_H_001_Wave2","EventAdventureMode","","Normal","EventAdventure002_H_001","2","EventAdventure_Hard_002_001","F_049_G3","15","F_049_G3","15","","","","","","","","","B_544_G3","15","B_544_G3","15","B_544_G3","15"
"EventAdventure002_H_002_Wave1","EventAdventureMode","","Normal","EventAdventure002_H_002","1","EventAdventure_Hard_002_002","F_049_G3","25","F_049_G3","25","F_049_G3","25","M_545_G3","25","M_545_G3","25","","","","","","","",""
"EventAdventure002_H_002_Wave2","EventAdventureMode","","Normal","EventAdventure002_H_002","2","EventAdventure_Hard_002_002","F_049_G3","25","F_049_G3","25","","","","","","","","","B_543_G3","25","B_543_G3","25","B_543_G3","25"
"EventAdventure002_H_003_Wave1","EventAdventureMode","","Normal","EventAdventure002_H_003","1","EventAdventure_Hard_002_001","F_049_G3","35","F_049_G3","35","","","M_547_G3","35","","","","","B_047_G3","35","B_544_G3","35","",""
"EventAdventure002_H_003_Wave2","EventAdventureMode","","Normal","EventAdventure002_H_003","2","EventAdventure_Hard_002_001","F_538_G3","35","F_049_G3","35","F_538_G3","35","","","","","","","B_047_G3","35","B_047_G3","35","",""
"EventAdventure002_Boss_001_Wave1","EventBossMode","","Normal","EventAdventure002_Boss_001","1","EventAdventure_Boss_002_001","F_C613_G1","10","","","","","","","","","","","","","","","",""
"EventAdventure002_Boss_002_Wave1","EventBossMode","","Normal","EventAdventure002_Boss_002","1","EventAdventure_Boss_002_001","F_C613_G2","20","","","","","","","","","","","","","","","",""
"EventAdventure002_Boss_003_Wave1","EventBossMode","","Normal","EventAdventure002_Boss_003","1","EventAdventure_Boss_002_001","F_C613_G3","30","","","","","","","","","","","","","","","",""
"EventAdventure002_Boss_004_Wave1","EventBossMode","","Normal","EventAdventure002_Boss_004","1","EventAdventure_Boss_002_002","F_C613_G4","40","","","","","","","","","","","","","","","",""
"EventAdventure002_Boss_005_Wave1","EventBossMode","","Normal","EventAdventure002_Boss_005","1","EventAdventure_Boss_002_002","F_C613_G5","50","","","","","","","","","","","","","","","",""
"PracticeBook_Normal_001","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_001","1","PracticeBook_Normal_001","Mon_045R_PB1","21","Mon_597R_PB1","21","","","Mon_559R_PB1","21","","","","","Mon_525R_PB1","21","Mon_533R_PB1","21","",""
"PracticeBook_Normal_002","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_002","1","PracticeBook_Normal_001","Mon_592R_PB1","22","Mon_027R_PB1","22","","","Mon_589R_PB1","22","","","","","Mon_533R_PB1","22","Mon_525R_PB1","22","",""
"PracticeBook_Normal_003","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_003","1","PracticeBook_Normal_001","Mon_597R_PB1","23","Mon_045R_PB1","23","","","Mon_531R_PB1","23","","","","","Mon_534R_PB1","23","Mon_534R_PB1","23","",""
"PracticeBook_Normal_004","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_004","1","PracticeBook_Normal_001","Mon_027R_PB1","24","Mon_592R_PB1","24","","","Mon_527R_PB1","24","","","","","Mon_594R_PB1","24","Mon_533R_PB1","24","",""
"PracticeBook_Normal_005","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_005","1","PracticeBook_Normal_001","Mon_045R_PB1","25","Mon_597R_PB1","25","","","Mon_527R_PB1","25","","","","","Mon_594R_PB1","25","Mon_534R_PB1","25","",""
"PracticeBook_Normal_006","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_006","1","PracticeBook_Normal_001","Mon_592R_PB1","26","Mon_027R_PB1","26","","","Mon_531R_PB1","26","","","","","Mon_534R_PB1","26","Mon_525R_PB1","26","",""
"PracticeBook_Normal_007","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_007","1","PracticeBook_Normal_001","Mon_597R_PB1","27","Mon_045R_PB1","27","","","Mon_589R_PB1","27","","","","","Mon_533R_PB1","27","Mon_533R_PB1","27","",""
"PracticeBook_Normal_008","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_008","1","PracticeBook_Normal_001","Mon_027R_PB1","28","Mon_592R_PB1","28","","","Mon_559R_PB1","28","","","","","Mon_525R_PB1","28","Mon_534R_PB1","28","",""
"PracticeBook_Normal_009","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_009","1","PracticeBook_Normal_001","Mon_045R_PB1","29","Mon_597R_PB1","29","","","Mon_593R_PB1","29","","","","","Mon_534R_PB1","29","Mon_594R_PB1","29","",""
"PracticeBook_Normal_010","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_010","1","PracticeBook_Normal_001","Mon_597R_PB1","30","Mon_592R_PB1","30","","","Mon_559R_PB1","30","Mon_589R_PB1","30","","","Mon_533R_PB1","30","Mon_594R_PB1","30","",""
"PracticeBook_Normal_011","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_011","1","PracticeBook_Normal_002","Mon_045B_PB2","31","Mon_049B_PB2","31","","","Mon_539B_PB2","31","","","","","Mon_543B_PB2","31","Mon_047B_PB2","31","",""
"PracticeBook_Normal_012","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_012","1","PracticeBook_Normal_002","Mon_049B_PB2","32","Mon_538B_PB2","32","","","Mon_546B_PB2","32","","","","","Mon_544B_PB2","32","Mon_550R_PB2","32","",""
"PracticeBook_Normal_013","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_013","1","PracticeBook_Normal_002","Mon_538B_PB2","33","Mon_549R_PB2","33","","","Mon_547B_PB2","33","","","","","Mon_047B_PB2","33","Mon_543B_PB2","33","",""
"PracticeBook_Normal_014","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_014","1","PracticeBook_Normal_002","Mon_549R_PB2","34","Mon_045B_PB2","34","","","Mon_545B_PB2","34","","","","","Mon_550R_PB2","34","Mon_544B_PB2","34","",""
"PracticeBook_Normal_015","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_015","1","PracticeBook_Normal_002","Mon_045B_PB2","35","Mon_049B_PB2","35","","","Mon_551R_PB2","35","","","","","Mon_543B_PB2","35","Mon_047B_PB2","35","",""
"PracticeBook_Normal_016","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_016","1","PracticeBook_Normal_002","Mon_049B_PB2","36","Mon_538B_PB2","36","","","Mon_551R_PB2","36","","","","","Mon_544B_PB2","36","Mon_550R_PB2","36","",""
"PracticeBook_Normal_017","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_017","1","PracticeBook_Normal_002","Mon_538B_PB2","37","Mon_549R_PB2","37","","","Mon_545B_PB2","37","","","","","Mon_047B_PB2","37","Mon_543B_PB2","37","",""
"PracticeBook_Normal_018","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_018","1","PracticeBook_Normal_002","Mon_549R_PB2","38","Mon_045B_PB2","38","","","Mon_547B_PB2","38","","","","","Mon_550R_PB2","38","Mon_544B_PB2","38","",""
"PracticeBook_Normal_019","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_019","1","PracticeBook_Normal_002","Mon_045B_PB2","39","Mon_049B_PB2","39","","","Mon_546B_PB2","39","","","","","Mon_543B_PB2","39","Mon_047B_PB2","39","",""
"PracticeBook_Normal_020","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_020","1","PracticeBook_Normal_002","Mon_549R_PB2","40","Mon_549R_PB2","40","","","Mon_551R_PB2","40","Mon_551R_PB2","40","","","Mon_550R_PB2","40","Mon_550R_PB2","40","",""
"PracticeBook_Normal_021","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_021","1","PracticeBook_Normal_003","Mon_045R_PB3","41","Mon_597R_PB3","41","","","Mon_593R_PB3","41","","","","","Mon_534R_PB3","41","Mon_534R_PB3","41","",""
"PracticeBook_Normal_022","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_022","1","PracticeBook_Normal_003","Mon_592R_PB3","42","Mon_027R_PB3","42","","","Mon_559R_PB3","42","","","","","Mon_525R_PB3","42","Mon_533R_PB3","42","",""
"PracticeBook_Normal_023","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_023","1","PracticeBook_Normal_003","Mon_597R_PB3","43","Mon_045R_PB3","43","","","Mon_589R_PB3","43","","","","","Mon_533R_PB3","43","Mon_525R_PB3","43","",""
"PracticeBook_Normal_024","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_024","1","PracticeBook_Normal_003","Mon_027R_PB3","44","Mon_592R_PB3","44","","","Mon_531R_PB3","44","","","","","Mon_534R_PB3","44","Mon_534R_PB3","44","",""
"PracticeBook_Normal_025","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_025","1","PracticeBook_Normal_003","Mon_045R_PB3","45","Mon_597R_PB3","45","","","Mon_527R_PB3","45","","","","","Mon_594R_PB3","45","Mon_533R_PB3","45","",""
"PracticeBook_Normal_026","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_026","1","PracticeBook_Normal_003","Mon_592R_PB3","46","Mon_027R_PB3","46","","","Mon_527R_PB3","46","","","","","Mon_594R_PB3","46","Mon_534R_PB3","46","",""
"PracticeBook_Normal_027","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_027","1","PracticeBook_Normal_003","Mon_597R_PB3","47","Mon_045R_PB3","47","","","Mon_531R_PB3","47","","","","","Mon_534R_PB3","47","Mon_525R_PB3","47","",""
"PracticeBook_Normal_028","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_028","1","PracticeBook_Normal_003","Mon_027R_PB3","48","Mon_592R_PB3","48","","","Mon_589R_PB3","48","","","","","Mon_533R_PB3","48","Mon_533R_PB3","48","",""
"PracticeBook_Normal_029","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_029","1","PracticeBook_Normal_003","Mon_045R_PB3","49","Mon_597R_PB3","49","","","Mon_559R_PB3","49","","","","","Mon_525R_PB3","49","Mon_534R_PB3","49","",""
"PracticeBook_Normal_030","PracticeBookMode","PracticeBookNormal","Normal","PracticeBook_Normal_030","1","PracticeBook_Normal_003","Mon_592R_PB3","50","Mon_597R_PB3","50","","","Mon_593R_PB3","50","Mon_589R_PB3","50","","","Mon_534R_PB3","50","Mon_533R_PB3","50","",""
