id	pos	type	roleId	attAddTypeId	attAddNum	exId	addBuffId	star	exBuffId	exStar	icon	groupId	costItem	costNum	status
10600922	22	1	106009	101;301	335;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600923	23	1	106009	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600924	24	2	106009	301;201;101;1501	3899;195;252;0.06						88:talent_ico_720003	1	417200;300022;300003	20;9000;90000	1
10600925	25	1	106009	101;301	335;2599						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600926	26	1	106009	301;201	2599;130						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600927	27	1	106009	201;101	130;335						88:talent_ico_720003	1	300022;300003	6000;60000	1
10600928	28	3	106009			10600920	93002	1	93001	1	88:talent_ico_82103019	1	417300;300022;300003	20;15000;150000	1
10500401	1	1	105004	301;201	928;46						88:talent_ico_720001	1	300022;300003	1600;16000	1
10500402	2	1	105004	201;101	46;120						88:talent_ico_720001	1	300022;300003	2000;20000	1
10500403	3	1	105004	101;301	120;928						88:talent_ico_720001	1	300022;300003	2000;20000	1
10500404	4	2	105004	301;201;101;1501	1856;93;120;0.02						88:talent_ico_720001	1	417100;300022;300003	16;4000;40000	1
10500405	5	1	105004	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10500406	6	1	105004	201;101	77;200						88:talent_ico_720002	1	300022;300003	3200;32000	1
10500407	7	1	105004	101;301	200;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10500408	8	2	105004	301;201;101;1501	3094;155;200;0.04						88:talent_ico_720002	1	417100;300022;300003	24;4800;48000	1
10500409	9	1	105004	201;101	77;200						88:talent_ico_720002	1	300022;300003	3200;32000	1
10500410	10	1	105004	101;301	200;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10500411	11	1	105004	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10500412	12	3	105004				91015	1			88:talent_ico_71103019	1	417200;300022;300003	16;7200;72000	1
10500413	13	1	105004	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10500414	14	1	105004	201;101	124;319						88:talent_ico_720003	1	300022;300003	4800;48000	1
10500415	15	1	105004	101;301	319;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10500416	16	3	105004			10500412	92015	1	91015	1	88:talent_ico_72103019	1	417300;300022;300003	16;12000;120000	1
10500417	17	1	105004	101;301	200;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10500418	18	1	105004	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10500419	19	1	105004	201;101	77;200						88:talent_ico_720002	1	300022;300003	3200;32000	1
10500420	20	3	105004				93001	1			88:talent_ico_81103019	1	417200;300022;300003	16;7200;72000	1
10500421	21	1	105004	201;101	124;319						88:talent_ico_720003	1	300022;300003	4800;48000	1
10500422	22	1	105004	101;301	319;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10500423	23	1	105004	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10500424	24	2	105004	301;201;101;1501	3713;186;240;0.06						88:talent_ico_720003	1	417200;300022;300003	16;7200;72000	1
10500425	25	1	105004	101;301	319;2475						88:talent_ico_720003	1	300022;300003	4800;48000	1
10500426	26	1	105004	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10500427	27	1	105004	201;101	124;319						88:talent_ico_720003	1	300022;300003	4800;48000	1
10500428	28	3	105004			10500420	93002	1	93001	1	88:talent_ico_82103019	1	417300;300022;300003	16;12000;120000	1
10701001	1	1	107010	301;201	817;47						88:talent_ico_730001	1	300022;300003	2000;20000	1
10701002	2	1	107010	201;101	47;132						88:talent_ico_730001	1	300022;300003	2500;25000	1
10701003	3	1	107010	101;301	132;817						88:talent_ico_730001	1	300022;300003	2500;25000	1
10701004	4	2	107010	301;201;101;603	1635;94;132;0.02						88:talent_ico_730001	1	417100;300022;300003	20;5000;50000	1
10701005	5	1	107010	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10701006	6	1	107010	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10701007	7	1	107010	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10701008	8	2	107010	301;201;101;603	2725;157;220;0.03						88:talent_ico_730002	1	417100;300022;300003	30;6000;60000	1
10701009	9	1	107010	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10701010	10	1	107010	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10701011	11	1	107010	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10701012	12	3	107010				91015	1			88:talent_ico_71107010	1	417200;300022;300003	20;9000;90000	1
10701013	13	1	107010	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10701014	14	1	107010	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10701015	15	1	107010	101;301	302;2599						88:talent_ico_730003	1	300022;300003	6000;60000	1
10701016	16	3	107010			10701012	92015	1	91015	1	88:talent_ico_72107010	1	417300;300022;300003	20;15000;150000	1
10701017	17	1	107010	101;301	189;1624						88:talent_ico_730002	1	300022;300003	4000;40000	1
10701018	18	1	107010	301;201	1624;81						88:talent_ico_730002	1	300022;300003	3000;30000	1
10701019	19	1	107010	201;101	81;189						88:talent_ico_730002	1	300022;300003	4000;40000	1
10701020	20	3	107010				91107010	1			88:talent_ico_81107010	1	417200;300022;300003	20;9000;90000	1
10701021	21	1	107010	201;101	130;302						88:talent_ico_730003	1	300022;300003	6000;60000	1
10701022	22	1	107010	101;301	302;2599						88:talent_ico_730003	1	300022;300003	6000;60000	1
10701023	23	1	107010	301;201	2599;130						88:talent_ico_730003	1	300022;300003	6000;60000	1
10701024	24	2	107010	301;201;101;603	3899;195;264;0.03						88:talent_ico_730003	1	417200;300022;300003	20;9000;90000	1
10701025	25	1	107010	101;301	302;2599						88:talent_ico_730003	1	300022;300003	6000;60000	1
10701026	26	1	107010	301;201	2599;130						88:talent_ico_730003	1	300022;300003	6000;60000	1
10701027	27	1	107010	201;101	130;302						88:talent_ico_730003	1	300022;300003	6000;60000	1
10701028	28	3	107010			10701020	92107010	1	91107010	1	88:talent_ico_82107010	1	417300;300022;300003	20;15000;150000	1
10800601	1	1	108006	101;201	94;55						88:talent_ico_720001	1	300022;300003	2000;20000	1
10800602	2	1	108006	201;301	55;1258						88:talent_ico_720001	1	300022;300003	2500;25000	1
10800603	3	1	108006	301;101	1258;94						88:talent_ico_720001	1	300022;300003	2500;25000	1
10800604	4	2	108006	101;201;301;903	189;110;1258;0.08						88:talent_ico_720001	1	417100;300022;300003	20;5000;50000	1
10800605	5	1	108006	101;201	157;92						88:talent_ico_720002	1	300022;300003	3000;30000	1
10800606	6	1	108006	201;301	92;2096						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800607	7	1	108006	301;101	2096;157						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800608	8	2	108006	101;201;301;1502	314;183;2096;-0.06						88:talent_ico_720002	1	417100;300022;300003	30;6000;60000	1
10800609	9	1	108006	201;301	92;2096						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800610	10	1	108006	301;101	2096;157						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800611	11	1	108006	101;201	157;92						88:talent_ico_720002	1	300022;300003	3000;30000	1
10800612	12	3	108006				110800613;110800614	1;1			88:talent_ico_71108006	1	417200;300022;300003	20;9000;90000	1
10800613	13	1	108006	101;201	252;147						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800614	14	1	108006	201;301	147;3354						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800615	15	1	108006	301;101	3354;252						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800616	16	3	108006			10800612	110800613;110800614	2;2	110800613;110800614	1;1	88:talent_ico_72108006	1	417300;300022;300003	20;15000;150000	1
10800617	17	1	108006	301;101	2096;157						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800618	18	1	108006	101;201	157;92						88:talent_ico_720002	1	300022;300003	3000;30000	1
10800619	19	1	108006	201;301	92;2096						88:talent_ico_720002	1	300022;300003	4000;40000	1
10800620	20	3	108006				91019	1			88:talent_ico_81108006	1	417200;300022;300003	20;9000;90000	1
10800621	21	1	108006	201;301	147;3354						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800622	22	1	108006	301;101	3354;252						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800623	23	1	108006	101;201	252;147						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800624	24	2	108006	101;201;301;2502	377;220;2515;0.04						88:talent_ico_720003	1	417200;300022;300003	20;9000;90000	1
10800625	25	1	108006	301;101	3354;252						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800626	26	1	108006	101;201	252;147						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800627	27	1	108006	201;301	147;3354						88:talent_ico_720003	1	300022;300003	6000;60000	1
10800628	28	3	108006			10800620	92019	1	91019	1	88:talent_ico_82108006	1	417300;300022;300003	20;15000;150000	1
10800701	1	1	108007	301;201	928;46						88:talent_ico_720001	1	300022;300003	1600;16000	1
10800702	2	1	108007	201;101	46;114						88:talent_ico_720001	1	300022;300003	2000;20000	1
10800703	3	1	108007	101;301	114;928						88:talent_ico_720001	1	300022;300003	2000;20000	1
10800704	4	2	108007	301;201;101;1501	1856;93;114;0.02						88:talent_ico_720001	1	417100;300022;300003	16;4000;40000	1
10800705	5	1	108007	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10800706	6	1	108007	201;101	77;190						88:talent_ico_720002	1	300022;300003	3200;32000	1
10800707	7	1	108007	101;301	190;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10800708	8	2	108007	301;201;101;1501	3094;155;190;0.04						88:talent_ico_720002	1	417100;300022;300003	24;4800;48000	1
10800709	9	1	108007	201;101	77;190						88:talent_ico_720002	1	300022;300003	3200;32000	1
10800710	10	1	108007	101;301	190;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
10800711	11	1	108007	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
10800712	12	3	108007				91015	1			88:talent_ico_71108007	1	417200;300022;300003	16;7200;72000	1
10800713	13	1	108007	301;201	2475;124						88:talent_ico_720003	1	300022;300003	4800;48000	1
10800714	14	1	108007	201;101	124;303						88:talent_ico_720003	1	300022;300003	4800;48000	1
10800715	15	1	108007	101;301	335;2076						88:talent_ico_720003	1	300022;300003	4800;48000	1
10800716	16	3	108007			10800712	92015	1	91015	1	88:talent_ico_72108007	1	417300;300022;300003	16;12000;120000	1
10800717	17	1	108007	101;301	210;1297						88:talent_ico_720002	1	300022;300003	3200;32000	1
10800718	18	1	108007	301;201	1297;75						88:talent_ico_720002	1	300022;300003	2400;24000	1
10800719	19	1	108007	201;101	75;210						88:talent_ico_720002	1	300022;300003	3200;32000	1
10800720	20	3	108007				93001	1			88:talent_ico_81108007	1	417200;300022;300003	16;7200;72000	1
10800721	21	1	108007	201;101	120;335						88:talent_ico_720003	1	300022;300003	4800;48000	1
10800722	22	1	108007	101;301	335;2076						88:talent_ico_720003	1	300022;300003	4800;48000	1
10800723	23	1	108007	301;201	2076;120						88:talent_ico_720003	1	300022;300003	4800;48000	1
10800724	24	2	108007	301;201;101;1501	3114;180;228;0.06						88:talent_ico_720003	1	417200;300022;300003	16;7200;72000	1
10800725	25	1	108007	101;301	335;2076						88:talent_ico_720003	1	300022;300003	4800;48000	1
10800726	26	1	108007	301;201	2076;120						88:talent_ico_720003	1	300022;300003	4800;48000	1
10800727	27	1	108007	201;101	120;335						88:talent_ico_720003	1	300022;300003	4800;48000	1
10800728	28	3	108007			10800720	93002	1	93001	1	88:talent_ico_82108007	1	417300;300022;300003	16;12000;120000	1
10601101	1	1	106011	301;201	817;47						88:talent_ico_730001	1	300022;300003	2000;20000	1
10601102	2	1	106011	201;101	47;132						88:talent_ico_730001	1	300022;300003	2500;25000	1
10601103	3	1	106011	101;301	132;817						88:talent_ico_730001	1	300022;300003	2500;25000	1
10601104	4	2	106011	301;201;101;703	1635;94;132;0.03						88:talent_ico_730001	1	417100;300022;300003	20;5000;50000	1
10601105	5	1	106011	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10601106	6	1	106011	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10601107	7	1	106011	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10601108	8	2	106011	301;201;101;703	2725;157;220;0.05						88:talent_ico_730002	1	417100;300022;300003	30;6000;60000	1
10601109	9	1	106011	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10601110	10	1	106011	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10601111	11	1	106011	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10601112	12	3	106011				91015	1			88:talent_ico_71106011	1	417200;300022;300003	20;9000;90000	1
10601113	13	1	106011	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10601114	14	1	106011	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10601115	15	1	106011	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10601116	16	3	106011			10601112	92015	1	91015	1	88:talent_ico_72106011	1	417300;300022;300003	20;15000;150000	1
10601117	17	1	106011	101;301	220;1362						88:talent_ico_730002	1	300022;300003	4000;40000	1
10601118	18	1	106011	301;201	1362;79						88:talent_ico_730002	1	300022;300003	3000;30000	1
10601119	19	1	106011	201;101	79;220						88:talent_ico_730002	1	300022;300003	4000;40000	1
10601120	20	3	106011				91026	1			88:talent_ico_81106011	1	417200;300022;300003	20;9000;90000	1
10601121	21	1	106011	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10601122	22	1	106011	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10601123	23	1	106011	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10601124	24	2	106011	301;201;101;703	3270;189;264;0.08						88:talent_ico_730003	1	417200;300022;300003	20;9000;90000	1
10601125	25	1	106011	101;301	352;2180						88:talent_ico_730003	1	300022;300003	6000;60000	1
10601126	26	1	106011	301;201	2180;126						88:talent_ico_730003	1	300022;300003	6000;60000	1
10601127	27	1	106011	201;101	126;352						88:talent_ico_730003	1	300022;300003	6000;60000	1
10601128	28	3	106011			10601120	92026	1	91026	1	88:talent_ico_82106011	1	417300;300022;300003	20;15000;150000	1
10900801	1	1	109008	301;201	817;47						88:talent_ico_720001	1	300022;300003	2000;20000	1
10900802	2	1	109008	201;101	47;132						88:talent_ico_720001	1	300022;300003	2500;25000	1
10900803	3	1	109008	101;301	132;817						88:talent_ico_720001	1	300022;300003	2500;25000	1
10900804	4	2	109008	301;201;101;603	1635;94;132;0.02						88:talent_ico_720001	1	417100;300022;300003	20;5000;50000	1
10900805	5	1	109008	301;201	1362;79						88:talent_ico_720002	1	300022;300003	3000;30000	1
10900806	6	1	109008	201;101	79;220						88:talent_ico_720002	1	300022;300003	4000;40000	1
10900807	7	1	109008	101;301	220;1362						88:talent_ico_720002	1	300022;300003	4000;40000	1
10900808	8	2	109008	301;201;101;603	2725;157;220;0.03						88:talent_ico_720002	1	417100;300022;300003	30;6000;60000	1
10900809	9	1	109008	201;101	79;220						88:talent_ico_720002	1	300022;300003	4000;40000	1
10900810	10	1	109008	101;301	220;1362						88:talent_ico_720002	1	300022;300003	4000;40000	1
10900811	11	1	109008	301;201	1362;79						88:talent_ico_720002	1	300022;300003	3000;30000	1
10900812	12	3	109008				91019	1			88:talent_ico_71109008	1	417200;300022;300003	20;9000;90000	1
10900813	13	1	109008	301;201	2180;126						88:talent_ico_720003	1	300022;300003	6000;60000	1
10900814	14	1	109008	201;101	126;352						88:talent_ico_720003	1	300022;300003	6000;60000	1
10900815	15	1	109008	101;301	352;2180						88:talent_ico_720003	1	300022;300003	6000;60000	1
10900816	16	3	109008			10900812	92019	1	91019	1	88:talent_ico_72109008	1	417300;300022;300003	20;15000;150000	1
10900817	17	1	109008	101;301	220;1362						88:talent_ico_720002	1	300022;300003	4000;40000	1
10900818	18	1	109008	301;201	1362;79						88:talent_ico_720002	1	300022;300003	3000;30000	1
10900819	19	1	109008	201;101	79;220						88:talent_ico_720002	1	300022;300003	4000;40000	1
10900820	20	3	109008				93001	1			88:talent_ico_81109008	1	417200;300022;300003	20;9000;90000	1
10900821	21	1	109008	201;101	126;352						88:talent_ico_720003	1	300022;300003	6000;60000	1
10900822	22	1	109008	101;301	352;2180						88:talent_ico_720003	1	300022;300003	6000;60000	1
10900823	23	1	109008	301;201	2180;126						88:talent_ico_720003	1	300022;300003	6000;60000	1
10900824	24	2	109008	301;201;101;603	3270;189;264;0.03						88:talent_ico_720003	1	417200;300022;300003	20;9000;90000	1
10900825	25	1	109008	101;301	352;2180						88:talent_ico_720003	1	300022;300003	6000;60000	1
10900826	26	1	109008	301;201	2180;126						88:talent_ico_720003	1	300022;300003	6000;60000	1
10900827	27	1	109008	201;101	126;352						88:talent_ico_720003	1	300022;300003	6000;60000	1
10900828	28	3	109008			10900820	93002	1	93001	1	88:talent_ico_82109008	1	417300;300022;300003	20;15000;150000	1
11100801	1	1	111008	301;201	928;46						88:talent_ico_720001	1	300022;300003	1600;16000	1
11100802	2	1	111008	201;101	46;120						88:talent_ico_720001	1	300022;300003	2000;20000	1
11100803	3	1	111008	101;301	120;928						88:talent_ico_720001	1	300022;300003	2000;20000	1
11100804	4	2	111008	301;201;101;1501	1856;93;120;0.02						88:talent_ico_720001	1	417100;300022;300003	16;4000;40000	1
11100805	5	1	111008	301;201	1547;77						88:talent_ico_720002	1	300022;300003	2400;24000	1
11100806	6	1	111008	201;101	77;200						88:talent_ico_720002	1	300022;300003	3200;32000	1
11100807	7	1	111008	101;301	200;1547						88:talent_ico_720002	1	300022;300003	3200;32000	1
11100808	8	2	111008	301;201;101;1501	3094;155;200;0.04						88:talent_ico_720002	1	417100;300022;300003	24;4800;48000	1
